"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3288273,"August 16, 2025",Texas,Livingston,"Mangum Rd",0,1,0,0,1,N/A
3288263,"August 16, 2025",Ohio,Cleveland,"E 64th St and Herbert Ave",0,1,0,0,0,N/A
3288265,"August 16, 2025",Ohio,Cleveland,"13200 block of Harvard Ave",1,1,0,0,0,N/A
3288257,"August 16, 2025",Texas,Laredo,"100 block of W Clark Blvd",1,0,0,0,0,N/A
3288243,"August 16, 2025",Texas,Houston,"5500 block of Antoine Dr",0,1,0,0,0,N/A
3288240,"August 16, 2025",Texas,Houston,"3700 block of Wheeler Ave",0,1,0,0,0,N/A
3288238,"August 16, 2025",Louisiana,Shreveport,"900 block of Crescent Rd",0,1,0,0,0,N/A
3288226,"August 16, 2025",Mississippi,Jackson,"2694 Martin Luther King Jr Dr",1,2,0,0,0,N/A
3288219,"August 16, 2025",Texas,Orange,"4030 Sikes Rd",1,0,0,0,1,N/A
3288215,"August 16, 2025",Arkansas,Malvern,"548 Remmel Dam Rd",0,1,0,0,0,N/A
3288839,"August 15, 2025",Indiana,"South Bend","300 block of La Porte Ave",0,1,0,0,0,N/A
3288191,"August 15, 2025",Alabama,Mobile,"Gentilly Ln and Lapine Dr",0,1,0,0,0,N/A
3287249,"August 15, 2025",Ohio,Newark,"470 W Church St",0,0,0,1,0,N/A
3288188,"August 15, 2025",Alabama,Monroeville,"George H Preyear Rd",1,0,0,0,0,N/A
3287391,"August 15, 2025",Alabama,Birmingham,"421 Oporto Madrid Blvd",0,1,0,0,0,N/A
3287603,"August 15, 2025",Tennessee,Memphis,"900 block of Frayser Manor Dr",0,1,0,0,0,N/A
3288175,"August 15, 2025",Alabama,Hamilton,"700 block of Stewart Rd",1,1,0,0,1,N/A
3288173,"August 15, 2025",Texas,Irving,"TX-12 Loop and E Union Bower Rd",0,1,0,0,0,N/A
3288790,"August 15, 2025",Texas,Pleasanton,"N Mansfield St and Duck St",1,0,0,0,2,N/A
3288168,"August 15, 2025",Florida,"Port Saint Joe","Ave C",0,0,0,1,0,N/A
3287563,"August 15, 2025",Ohio,Toledo,"800 block of Colburn St",0,0,1,0,0,N/A
3287276,"August 15, 2025",Arizona,Phoenix,"S 7th Ave and W Southern Ave",1,0,0,0,0,N/A
3288154,"August 15, 2025",Florida,Deltona,"I-4 and Saxon Blvd",0,1,0,0,0,N/A
3287552,"August 15, 2025",Georgia,Atlanta,"Arthur B Langford Jr Pkwy and Sylvan Rd SW",0,2,0,0,1,N/A
3288140,"August 15, 2025",Louisiana,Marrero,"573 Ames Blvd",1,0,0,0,0,N/A
3287456,"August 15, 2025",Florida,Deland,"2744 Botts Landing Rd",1,0,0,0,1,N/A
3287531,"August 15, 2025",Mississippi,Vicksburg,"2925 E Main St",0,1,0,0,0,N/A
3287514,"August 15, 2025","North Carolina",Charlotte,"3215 Queen City Dr",0,1,0,0,0,N/A
3287500,"August 15, 2025","South Carolina",Sumter,"Willow Dr",0,1,0,0,0,N/A
3287487,"August 15, 2025",Indiana,Indianapolis,"8400 block of Meadowlark Dr",1,0,0,0,0,N/A
3287484,"August 15, 2025",Indiana,Indianapolis,"4200 block of E Washington St",0,2,0,0,0,N/A
3287468,"August 15, 2025",Florida,Sarasota,"I-75 and Clark Rd",0,1,0,0,0,N/A
3288709,"August 15, 2025",California,"Los Angeles",N/A,1,0,0,0,0,N/A
3287425,"August 15, 2025",Michigan,Detroit,"9000 block of Burnette St",0,1,0,0,0,N/A
3288050,"August 15, 2025",Indiana,Plainfield,"110 Wabash St",0,0,0,0,0,N/A
3288037,"August 15, 2025",Wisconsin,Milwaukee,"N 91st St and W Silver Spring Dr",0,1,0,0,0,N/A
